cluster_id,C_albicans,C_glabrata,K_lactis,S_cerevisiae,unknown,species_count
Cluster5380,0,0,0,0,2,1
Cluster5381,1,0,0,0,0,1
Cluster5382,0,0,1,0,0,1
Cluster5383,1,0,0,0,0,1
Cluster5384,1,1,1,1,0,4
Cluster5385,1,0,0,0,0,1
Cluster5386,1,2,1,2,0,4
Cluster5387,1,0,0,0,0,1
Cluster5388,1,0,0,0,0,1
Cluster5389,1,1,1,1,0,4
Cluster539,0,0,0,1,0,1
Cluster5390,1,1,1,1,0,4
Cluster5391,0,1,0,1,0,2
Cluster5392,1,1,1,1,0,4
Cluster5393,1,1,1,1,0,4
Cluster5394,1,1,1,1,0,4
Cluster5395,1,1,1,1,0,4
Cluster5396,1,0,1,0,0,2
Cluster5397,1,1,0,0,0,2
Cluster5398,1,1,1,1,0,4
Cluster5399,1,1,1,1,0,4
Cluster54,0,1,0,0,0,1
Cluster540,0,0,1,0,0,1
Cluster5400,1,0,0,0,0,1
Cluster5401,1,0,1,1,0,3
Cluster5402,2,1,1,1,0,4
Cluster5403,1,1,1,1,0,4
Cluster5404,1,0,0,0,0,1
Cluster5405,1,0,0,0,0,1
Cluster5406,1,0,1,0,0,2
Cluster5407,0,0,0,0,1,1
Cluster5408,0,0,0,1,0,1
Cluster5409,0,1,1,0,0,2
Cluster541,1,1,1,1,0,4
Cluster5410,0,0,0,0,1,1
Cluster5411,0,1,1,0,0,2
Cluster5412,0,2,1,0,0,2
Cluster5413,1,0,0,0,0,1
Cluster5414,0,1,1,0,0,2
Cluster5415,1,1,1,1,0,4
Cluster5416,1,1,1,1,0,4
Cluster5417,1,1,1,1,0,4
Cluster5418,1,0,1,1,0,3
Cluster5419,1,1,0,1,0,3
Cluster542,0,0,0,1,0,1
Cluster5420,1,1,1,0,0,3
Cluster5421,1,1,1,1,0,4
Cluster5422,1,1,1,1,0,4
Cluster5423,1,1,1,1,0,4
Cluster5424,1,1,1,1,0,4
Cluster5425,1,1,1,1,0,4
Cluster5426,1,1,1,1,0,4
Cluster5427,1,1,1,2,0,4
Cluster5428,0,0,0,1,0,1
Cluster5429,1,1,1,1,0,4
Cluster543,1,2,1,1,0,4
Cluster5430,0,1,0,0,0,1
Cluster5431,0,1,0,0,0,1
Cluster5432,1,0,0,0,0,1
Cluster5433,0,2,1,2,0,3
Cluster5434,1,0,0,0,0,1
Cluster5435,1,1,1,1,0,4
Cluster5436,0,0,0,0,1,1
Cluster5437,1,0,0,0,0,1
Cluster5438,0,1,1,1,0,3
Cluster5439,0,0,1,1,0,2
Cluster544,0,1,0,0,0,1
Cluster5440,1,1,1,1,0,4
Cluster5441,0,0,0,1,0,1
Cluster5442,0,1,0,0,0,1
Cluster5443,0,1,1,0,0,2
Cluster5444,0,1,0,0,0,1
Cluster5445,0,0,0,1,0,1
Cluster5446,0,2,0,2,0,2
Cluster5447,1,1,1,1,0,4
Cluster5448,0,1,0,1,0,2
Cluster5449,1,1,1,1,0,4
Cluster545,0,0,1,0,0,1
Cluster5450,1,2,0,2,0,3
Cluster5451,1,1,1,1,0,4
Cluster5452,1,1,1,1,0,4
Cluster5453,0,1,0,0,0,1
Cluster5454,0,0,0,0,1,1
Cluster5455,1,1,1,1,0,4
Cluster5456,1,1,1,1,0,4
Cluster5457,1,1,1,1,0,4
Cluster5458,1,1,1,1,0,4
Cluster5459,1,1,1,1,0,4
Cluster546,1,0,0,0,0,1
Cluster5460,1,1,1,1,0,4
Cluster5461,1,1,1,1,0,4
Cluster5462,1,1,1,0,0,3
Cluster5463,1,0,1,1,0,3
Cluster5464,1,1,1,1,0,4
Cluster5465,1,1,1,2,0,4
Cluster5466,1,1,1,1,0,4
Cluster5467,1,0,1,2,0,3
Cluster5468,1,1,1,1,0,4
Cluster5469,1,0,0,0,0,1
Cluster547,1,0,0,0,0,1
Cluster5470,1,1,1,1,0,4
Cluster5471,0,0,0,1,0,1
Cluster5472,0,0,0,1,0,1
Cluster5473,0,1,1,1,0,3
Cluster5474,0,1,0,1,0,2
Cluster5475,0,1,1,1,0,3
Cluster5476,1,1,1,1,0,4
Cluster5477,1,0,1,1,0,3
Cluster5478,0,0,0,1,0,1
Cluster5479,0,0,0,1,0,1
Cluster548,1,0,0,0,0,1
Cluster5480,0,1,0,0,0,1
Cluster5481,1,0,0,0,0,1
Cluster5482,1,0,0,0,0,1
Cluster5483,1,0,0,0,0,1
Cluster5484,1,0,0,0,0,1
Cluster5485,1,0,0,0,0,1
Cluster5486,1,0,0,0,0,1
Cluster5487,0,1,1,1,0,3
Cluster5488,1,0,1,2,0,3
Cluster5489,1,2,1,2,0,4
Cluster549,1,0,0,0,0,1
Cluster5490,1,1,1,1,0,4
Cluster5491,1,1,1,1,0,4
Cluster5492,1,1,1,1,0,4
Cluster5493,1,1,1,1,0,4
Cluster5494,1,1,0,1,0,3
Cluster5495,1,1,1,1,0,4
Cluster5496,1,1,1,1,0,4
Cluster5497,1,1,1,2,0,4
Cluster5498,1,1,1,1,0,4
Cluster5499,1,1,1,1,0,4
Cluster55,0,1,0,0,0,1
Cluster550,0,0,0,1,0,1
Cluster5500,1,1,1,1,0,4
Cluster5501,1,1,1,1,0,4
Cluster5502,1,1,1,1,0,4
Cluster5503,1,1,1,1,0,4
Cluster5504,1,1,1,1,0,4
Cluster5505,1,1,1,1,0,4
Cluster5506,1,1,1,1,0,4
Cluster5507,1,1,1,1,0,4
Cluster5508,1,0,0,0,0,1
Cluster5509,1,1,1,1,0,4
Cluster551,1,0,0,0,0,1
Cluster5510,1,1,1,1,0,4
Cluster5511,1,1,1,1,0,4
Cluster5512,1,1,1,1,0,4
Cluster5513,1,1,1,1,0,4
Cluster5514,1,1,1,1,0,4
Cluster5515,1,1,1,1,0,4
Cluster5516,1,1,1,1,0,4
Cluster5517,1,1,1,1,0,4
Cluster5518,1,1,1,1,0,4
Cluster5519,1,1,1,1,0,4
Cluster552,1,1,1,1,0,4
Cluster5520,1,1,1,1,0,4
Cluster5521,1,1,1,1,0,4
Cluster5522,1,1,1,1,0,4
Cluster5523,1,1,1,1,0,4
Cluster5524,1,1,1,1,0,4
Cluster5525,1,1,1,1,0,4
Cluster5526,1,1,1,1,0,4
Cluster5527,1,1,1,1,0,4
Cluster5528,1,0,1,0,0,2
Cluster5529,0,0,0,1,0,1
Cluster553,1,0,1,1,0,3
Cluster5530,0,0,1,0,0,1
Cluster5531,0,0,1,0,0,1
Cluster5532,0,0,0,1,0,1
Cluster5533,0,1,0,1,0,2
Cluster5534,0,0,1,0,0,1
Cluster5535,0,0,1,0,0,1
Cluster5536,0,1,0,0,0,1
Cluster5537,0,0,1,0,0,1
Cluster5538,0,1,0,0,0,1
Cluster5539,1,1,1,1,0,4
Cluster554,0,0,0,1,0,1
Cluster5540,1,1,0,1,0,3
Cluster5541,1,0,0,0,0,1
Cluster5542,1,1,1,1,0,4
Cluster5543,1,1,1,1,0,4
Cluster5544,1,1,1,1,0,4
Cluster5545,1,1,1,1,0,4
Cluster5546,1,1,1,1,0,4
Cluster5547,1,1,1,1,0,4
Cluster5548,1,0,1,0,0,2
Cluster5549,1,1,1,1,0,4
Cluster555,0,0,1,0,0,1
Cluster5550,1,0,0,0,0,1
Cluster5551,0,0,0,1,0,1
Cluster5552,1,0,0,0,0,1
Cluster5553,0,0,0,1,0,1
Cluster5554,0,0,0,1,0,1
Cluster5555,0,1,0,0,0,1
Cluster5556,0,0,0,1,0,1
Cluster5557,0,0,0,1,0,1
Cluster5558,0,1,0,0,0,1
Cluster5559,0,0,0,1,0,1
Cluster556,0,0,0,1,0,1
Cluster5560,1,0,0,0,0,1
Cluster5561,0,0,0,1,0,1
Cluster5562,1,1,1,1,0,4
Cluster5563,0,0,1,0,0,1
Cluster5564,1,1,1,1,0,4
Cluster5565,1,0,1,1,0,3
Cluster5566,0,1,1,1,0,3
Cluster5567,1,1,1,2,0,4
Cluster5568,0,0,0,1,0,1
Cluster5569,0,0,0,1,0,1
Cluster557,0,1,1,1,0,3
Cluster5570,0,1,0,0,0,1
Cluster5571,0,0,1,0,0,1
Cluster5572,0,0,1,0,0,1
Cluster5573,0,0,0,0,2,1
Cluster5574,1,0,0,0,0,1
Cluster5575,0,0,0,1,0,1
Cluster5576,0,1,1,1,0,3
Cluster5577,0,0,1,0,0,1
Cluster5578,1,1,1,2,0,4
Cluster5579,0,0,0,1,0,1
Cluster558,0,1,0,0,0,1
Cluster5580,0,1,1,1,0,3
Cluster5581,1,1,1,1,0,4
Cluster5582,1,1,1,1,0,4
Cluster5583,1,1,1,1,0,4
Cluster5584,1,1,1,1,0,4
Cluster5585,1,1,1,1,0,4
Cluster5586,1,1,0,1,0,3
Cluster5587,2,1,0,1,0,3
Cluster5588,1,1,1,1,0,4
Cluster5589,1,1,1,1,0,4
Cluster559,0,0,1,0,0,1
Cluster5590,1,1,0,1,0,3
Cluster5591,1,1,1,1,0,4
Cluster5592,1,1,1,1,0,4
Cluster5593,1,1,1,1,0,4
Cluster5594,1,1,1,1,0,4
Cluster5595,1,1,1,1,0,4
Cluster5596,1,1,1,1,0,4
Cluster5597,1,1,1,1,0,4
Cluster5598,1,1,1,1,0,4
Cluster5599,1,0,0,0,0,1
Cluster56,0,1,0,0,0,1
Cluster560,1,0,0,0,0,1
Cluster5600,1,1,1,1,0,4
Cluster5601,1,0,0,1,0,2
Cluster5602,0,1,1,1,0,3
Cluster5603,0,0,0,1,0,1
Cluster5604,0,0,0,1,0,1
Cluster5605,0,1,1,1,0,3
Cluster5606,0,1,1,1,0,3
Cluster5607,1,1,1,1,0,4
Cluster5608,1,1,1,1,0,4
Cluster5609,1,1,1,1,0,4
Cluster561,0,1,0,1,0,2
Cluster5610,0,1,0,1,1,3
Cluster5611,1,1,1,1,0,4
Cluster5612,1,1,1,1,0,4
Cluster5613,1,1,1,1,0,4
Cluster5614,1,1,1,1,0,4
Cluster5615,1,1,1,1,0,4
Cluster5616,1,1,1,1,0,4
Cluster5617,1,1,1,1,0,4
Cluster5618,1,1,1,1,0,4
Cluster5619,0,1,1,1,0,3
Cluster562,0,0,0,1,0,1
Cluster5620,1,1,0,1,0,3
Cluster5621,1,0,0,0,0,1
Cluster5622,0,1,0,0,0,1
Cluster5623,1,0,0,0,0,1
Cluster5624,1,2,1,1,0,4
Cluster5625,1,0,1,1,0,3
Cluster5626,1,1,1,1,0,4
Cluster5627,1,1,0,0,0,2
Cluster5628,1,2,1,2,0,4
Cluster5629,1,1,1,1,0,4
Cluster563,1,1,1,1,0,4
Cluster5630,1,1,1,1,0,4
Cluster5631,1,1,1,1,0,4
Cluster5632,1,1,1,1,0,4
Cluster5633,1,0,1,0,0,2
Cluster5634,1,0,1,0,0,2
Cluster5635,1,0,0,0,0,1
Cluster5636,0,1,0,0,0,1
Cluster5637,0,0,0,1,0,1
Cluster5638,1,1,0,1,0,3
Cluster5639,1,1,0,1,0,3
Cluster564,0,0,1,0,0,1
Cluster5640,1,1,0,1,0,3
Cluster5641,1,1,0,0,0,2
Cluster5642,1,1,0,1,0,3
Cluster5643,2,1,1,1,0,4
Cluster5644,1,0,0,0,0,1
Cluster5645,1,0,0,0,0,1
Cluster5646,1,1,1,1,0,4
Cluster5647,1,1,1,2,0,4
Cluster5648,1,0,0,0,0,1
Cluster5649,0,0,1,0,0,1
Cluster565,0,0,0,1,0,1
Cluster5650,0,1,0,0,0,1
Cluster5651,0,0,0,1,0,1
Cluster5652,0,1,0,0,0,1
Cluster5653,0,0,0,1,0,1
Cluster5654,0,0,0,1,0,1
Cluster5655,0,0,0,1,0,1
Cluster5656,0,0,0,1,0,1
Cluster5657,0,0,1,0,0,1
Cluster5658,1,0,0,0,0,1
Cluster5659,0,1,1,1,0,3
Cluster566,1,0,0,0,0,1
Cluster5660,0,1,1,1,0,3
Cluster5661,0,0,0,1,0,1
Cluster5662,0,0,0,1,0,1
Cluster5663,0,0,1,1,0,2
Cluster5664,0,1,1,1,0,3
Cluster5665,0,1,0,0,0,1
Cluster5666,0,1,1,1,0,3
Cluster5667,1,0,0,0,0,1
Cluster5668,0,1,1,1,0,3
Cluster5669,0,0,1,1,0,2
Cluster567,1,0,0,0,0,1
Cluster5670,0,0,1,1,0,2
Cluster5671,1,0,0,0,0,1
Cluster5672,1,0,0,0,0,1
Cluster5673,1,0,0,0,0,1
Cluster5674,0,0,1,0,0,1
Cluster5675,1,0,0,0,0,1
Cluster5676,1,0,0,0,0,1
Cluster5677,1,0,0,0,0,1
Cluster5678,1,0,0,0,0,1
Cluster5679,1,0,0,0,0,1
Cluster568,1,0,0,0,0,1
Cluster5680,1,0,0,0,0,1
Cluster5681,1,0,0,0,0,1
Cluster5682,1,0,0,0,0,1
Cluster5683,1,0,0,0,0,1
Cluster5684,0,0,1,1,0,2
Cluster5685,2,0,1,0,0,2
Cluster5686,1,1,1,1,0,4
Cluster5687,1,0,0,0,0,1
Cluster5688,1,0,0,0,0,1
Cluster5689,1,0,0,0,0,1
Cluster569,1,0,0,0,0,1
Cluster5690,1,0,0,0,0,1
Cluster5691,1,0,0,0,0,1
Cluster5692,1,0,0,1,0,2
Cluster5693,1,0,0,0,0,1
Cluster5694,1,0,0,0,0,1
Cluster5695,1,0,0,0,0,1
Cluster5696,1,2,1,2,0,4
Cluster5697,0,1,1,1,0,3
Cluster5698,1,1,1,1,0,4
Cluster5699,1,1,1,1,0,4
Cluster57,0,1,0,1,0,2
Cluster570,1,0,0,0,0,1
Cluster5700,1,1,1,1,0,4
Cluster5701,0,1,1,1,0,3
Cluster5702,1,1,1,1,0,4
Cluster5703,1,0,0,0,0,1
Cluster5704,1,1,1,1,0,4
Cluster5705,2,0,1,0,0,2
Cluster5706,1,0,0,0,0,1
Cluster5707,1,0,0,0,0,1
Cluster5708,0,1,0,1,0,2
Cluster5709,1,0,0,0,0,1
Cluster571,1,0,0,0,0,1
Cluster5710,1,0,0,0,0,1
Cluster5711,0,1,1,2,0,3
Cluster5712,1,0,0,0,0,1
Cluster5713,0,1,0,0,0,1
Cluster5714,0,1,0,0,0,1
Cluster5715,0,0,1,0,0,1
Cluster5716,0,1,0,0,0,1
Cluster5717,0,0,0,1,0,1
Cluster5718,0,0,1,0,0,1
Cluster5719,0,1,0,0,0,1
Cluster572,1,0,0,0,0,1
Cluster5720,0,1,0,0,0,1
Cluster5721,0,0,1,0,0,1
Cluster5722,0,0,1,0,0,1
Cluster5723,1,1,1,1,0,4
Cluster5724,1,1,1,1,0,4
Cluster5725,1,1,0,1,0,3
Cluster5726,1,1,1,1,0,4
Cluster5727,1,1,1,1,0,4
Cluster5728,1,1,1,1,0,4
Cluster5729,1,1,1,1,0,4
Cluster573,1,0,0,0,0,1
Cluster5730,1,1,1,1,0,4
Cluster5731,0,0,0,1,0,1
Cluster5732,1,1,1,1,0,4
Cluster5733,1,1,1,1,0,4
Cluster5734,0,0,0,1,0,1
Cluster5735,0,1,0,1,0,2
Cluster5736,1,0,1,0,0,2
Cluster5737,0,0,1,0,0,1
Cluster5738,0,2,1,2,0,3
Cluster5739,1,0,0,0,0,1
Cluster574,0,1,0,0,0,1
Cluster5740,0,0,0,1,0,1
Cluster5741,0,0,0,1,0,1
Cluster5742,0,0,0,1,0,1
Cluster5743,0,1,0,1,0,2
Cluster5744,1,1,1,1,0,4
Cluster5745,0,1,0,0,0,1
Cluster5746,1,1,1,1,0,4
Cluster5747,1,0,0,0,0,1
Cluster5748,1,1,1,1,0,4
Cluster5749,1,0,0,0,0,1
Cluster575,0,1,1,1,0,3
Cluster5750,1,1,1,1,0,4
Cluster5751,1,0,0,0,0,1
Cluster5752,1,1,1,1,0,4
Cluster5753,1,0,0,0,0,1
Cluster5754,1,1,1,1,0,4
Cluster5755,1,1,1,1,0,4
Cluster5756,1,1,1,1,0,4
Cluster5757,0,0,1,0,0,1
Cluster5758,0,1,1,1,0,3
Cluster5759,0,0,0,1,0,1
Cluster576,0,1,1,1,0,3
Cluster5760,1,0,0,0,0,1
Cluster5761,0,1,1,1,0,3
Cluster5762,1,0,0,0,0,1
Cluster5763,1,0,0,0,0,1
Cluster5764,0,0,0,1,0,1
Cluster5765,1,0,0,0,0,1
Cluster5766,0,1,1,2,0,3
Cluster5767,0,1,0,1,0,2
Cluster5768,0,0,0,1,0,1
Cluster5769,1,0,1,1,0,3
Cluster577,0,1,1,1,0,3
Cluster5770,0,1,0,0,0,1
Cluster5771,1,0,0,0,0,1
Cluster5772,0,2,0,2,0,2
Cluster5773,0,1,0,0,0,1
Cluster5774,0,0,1,0,0,1
Cluster5775,0,1,0,0,0,1
Cluster5776,1,0,0,0,0,1
Cluster5777,1,0,0,0,0,1
Cluster5778,1,0,0,0,0,1
Cluster5779,1,0,0,0,0,1
Cluster578,1,0,1,1,0,3
Cluster5780,1,1,1,1,0,4
Cluster5781,1,1,1,1,0,4
Cluster5782,1,1,1,1,0,4
Cluster5783,1,1,1,1,0,4
Cluster5784,1,1,1,1,0,4
Cluster5785,1,1,1,1,0,4
Cluster5786,1,1,1,1,0,4
Cluster5787,1,1,1,1,0,4
Cluster5788,1,1,1,1,0,4
Cluster5789,1,1,1,1,0,4
Cluster579,1,1,1,1,0,4
Cluster5790,1,1,1,1,0,4
Cluster5791,1,1,1,1,0,4
Cluster5792,1,2,1,2,0,4
Cluster5793,1,1,1,1,0,4
Cluster5794,0,1,0,1,0,2
Cluster5795,1,1,1,1,0,4
Cluster5796,1,1,1,1,0,4
Cluster5797,0,0,0,1,0,1
Cluster5798,0,0,1,1,0,2
Cluster5799,1,0,0,0,0,1
Cluster58,1,1,0,1,0,3
Cluster580,1,0,1,0,0,2
Cluster5800,0,1,0,1,0,2
Cluster5801,1,0,0,0,0,1
Cluster5802,0,1,1,1,0,3
Cluster5803,0,0,0,1,0,1
Cluster5804,0,0,1,1,0,2
Cluster5805,1,0,0,0,0,1
Cluster5806,0,1,1,1,0,3
Cluster5807,1,1,1,1,0,4
Cluster5808,1,0,0,0,0,1
Cluster5809,1,2,0,0,0,2
Cluster581,1,2,1,2,0,4
Cluster5810,0,0,0,0,1,1
Cluster5811,0,0,0,0,1,1
Cluster5812,0,0,0,0,1,1
Cluster5813,0,0,0,0,1,1
Cluster5814,0,0,0,0,1,1
Cluster5815,0,0,0,0,1,1
Cluster5816,1,0,0,0,0,1
Cluster5817,1,0,0,0,0,1
Cluster5818,1,0,0,0,0,1
Cluster5819,1,0,0,0,0,1
Cluster582,1,2,1,2,0,4
Cluster5820,1,1,1,1,0,4
Cluster5821,1,0,1,1,0,3
Cluster5822,1,1,1,1,0,4
Cluster5823,1,1,1,1,0,4
Cluster5824,1,1,1,1,0,4
Cluster5825,1,1,1,1,0,4
Cluster5826,1,0,1,2,0,3
Cluster5827,1,0,1,1,0,3
Cluster5828,1,1,1,1,0,4
Cluster5829,1,1,1,0,0,3
Cluster583,1,1,1,0,0,3
Cluster5830,1,1,1,1,0,4
Cluster5831,1,1,1,1,0,4
Cluster5832,1,1,1,1,0,4
Cluster5833,1,1,1,1,0,4
Cluster5834,1,1,1,1,0,4
Cluster5835,1,1,1,1,0,4
Cluster5836,1,1,1,1,0,4
Cluster5837,1,1,1,1,0,4
Cluster5838,1,1,1,1,0,4
Cluster5839,1,2,1,1,0,4
Cluster584,1,2,1,2,0,4
Cluster5840,1,1,1,1,0,4
Cluster5841,1,1,1,1,0,4
Cluster5842,1,0,0,0,0,1
Cluster5843,1,0,0,0,0,1
Cluster5844,0,0,0,1,0,1
Cluster5845,1,0,0,0,0,1
Cluster5846,0,0,1,0,0,1
Cluster5847,0,1,0,0,0,1
Cluster5848,0,0,0,1,0,1
Cluster5849,0,0,0,1,0,1
Cluster585,1,1,1,1,0,4
Cluster5850,1,1,1,1,0,4
Cluster5851,0,0,0,0,1,1
Cluster5852,0,0,0,0,1,1
Cluster5853,0,0,0,0,1,1
Cluster5854,0,0,0,0,1,1
Cluster5855,0,0,0,0,1,1
Cluster5856,1,0,0,0,0,1
Cluster5857,1,0,0,0,0,1
Cluster5858,0,1,0,1,0,2
Cluster5859,0,0,0,1,0,1
Cluster586,1,1,1,0,0,3
Cluster5860,0,1,0,1,0,2
Cluster5861,1,0,1,0,0,2
Cluster5862,1,1,1,1,0,4
Cluster5863,1,1,1,1,0,4
Cluster5864,1,1,1,1,0,4
Cluster5865,1,1,0,1,0,3
Cluster5866,1,1,1,1,0,4
Cluster5867,0,1,0,1,0,2
Cluster5868,0,1,0,1,0,2
Cluster5869,0,0,1,0,0,1
Cluster587,1,2,1,2,0,4
Cluster5870,0,0,1,0,0,1
Cluster5871,0,0,0,0,1,1
Cluster5872,0,0,1,0,0,1
Cluster5873,0,0,1,0,0,1
Cluster5874,0,0,1,0,0,1
Cluster5875,0,0,0,1,0,1
Cluster5876,0,0,1,0,0,1
Cluster5877,0,1,0,0,1,2
Cluster5878,0,1,0,0,1,2
Cluster5879,0,1,0,0,1,2
Cluster588,0,1,1,1,0,3
Cluster5880,1,0,0,0,0,1
Cluster5881,0,1,0,0,1,2
Cluster5882,1,1,1,1,0,4
Cluster5883,1,1,1,1,0,4
Cluster5884,1,1,1,1,0,4
Cluster5885,1,1,1,1,0,4
Cluster5886,1,1,1,1,0,4
Cluster5887,1,1,2,2,0,4
Cluster5888,1,0,0,0,0,1
Cluster5889,1,0,0,0,0,1
Cluster589,1,0,0,0,0,1
Cluster5890,1,0,0,0,0,1
Cluster5891,1,1,1,1,0,4
Cluster5892,1,0,0,0,0,1
Cluster5893,1,0,0,0,0,1
Cluster5894,1,0,0,0,0,1
Cluster5895,1,0,0,0,0,1
Cluster5896,0,0,0,1,0,1
Cluster5897,0,1,0,0,0,1
Cluster5898,0,1,0,0,0,1
Cluster5899,1,0,0,0,0,1
Cluster59,1,1,1,2,0,4
Cluster590,1,0,0,0,0,1
Cluster5900,1,2,1,1,0,4
Cluster5901,1,0,1,0,0,2
Cluster5902,1,0,0,0,0,1
Cluster5903,1,1,1,1,0,4
Cluster5904,1,0,0,0,0,1
Cluster5905,1,1,1,1,0,4
Cluster5906,1,1,1,1,0,4
Cluster5907,1,1,1,1,0,4
Cluster5908,0,1,0,0,0,1
Cluster5909,1,0,0,0,0,1
Cluster591,0,1,0,0,0,1
Cluster5910,0,1,1,1,0,3
Cluster5911,0,0,0,1,0,1
Cluster5912,0,0,1,0,0,1
Cluster5913,1,0,0,2,0,2
Cluster5914,1,0,1,0,0,2
Cluster5915,1,0,0,0,0,1
Cluster5916,0,1,0,1,0,2
Cluster5917,1,0,0,0,0,1
Cluster5918,1,0,0,0,0,1
Cluster5919,1,1,1,1,0,4
Cluster592,0,1,0,1,0,2
Cluster5920,1,1,2,1,0,4
Cluster5921,0,0,0,1,0,1
Cluster5922,1,0,0,0,0,1
Cluster5923,1,0,0,0,0,1
Cluster5924,0,0,0,1,0,1
Cluster5925,1,1,1,1,0,4
Cluster5926,1,1,1,1,0,4
Cluster5927,1,1,1,1,0,4
Cluster5928,1,1,1,1,0,4
Cluster5929,1,1,1,1,0,4
Cluster593,1,0,0,0,0,1
Cluster5930,1,1,1,1,0,4
Cluster5931,1,1,1,1,0,4
Cluster5932,1,1,1,1,0,4
Cluster5933,1,1,1,1,0,4
Cluster5934,1,1,1,1,0,4
Cluster5935,1,0,0,1,0,2
Cluster5936,1,1,1,1,0,4
Cluster5937,1,1,1,2,0,4
Cluster5938,1,1,1,1,0,4
Cluster5939,1,0,1,1,0,3
Cluster594,0,0,0,1,0,1
Cluster5940,1,1,1,1,0,4
Cluster5941,0,0,0,1,1,2
Cluster5942,0,0,0,1,1,2
Cluster5943,0,0,0,1,1,2
Cluster5944,0,0,0,1,0,1
Cluster5945,1,1,1,1,0,4
Cluster5946,0,0,0,1,1,2
Cluster5947,1,1,1,1,0,4
Cluster5948,1,0,0,1,0,2
Cluster5949,1,1,1,1,0,4
Cluster595,1,0,0,0,0,1
Cluster5950,0,0,0,1,0,1
Cluster5951,1,0,0,0,0,1
Cluster5952,1,0,0,0,0,1
Cluster5953,0,1,1,1,0,3
Cluster5954,1,0,0,0,0,1
Cluster5955,0,1,0,0,0,1
Cluster5956,1,0,0,0,0,1
Cluster5957,1,0,0,0,0,1
Cluster5958,1,1,1,1,0,4
Cluster5959,1,1,1,1,0,4
Cluster596,0,1,1,1,0,3
Cluster5960,1,0,0,1,0,2
Cluster5961,0,0,0,1,0,1
Cluster5962,0,0,0,1,0,1
Cluster5963,1,0,0,0,0,1
Cluster5964,1,0,0,0,0,1
Cluster5965,0,1,0,1,0,2
Cluster5966,1,0,0,0,0,1
Cluster5967,1,0,0,0,0,1
Cluster5968,0,0,1,0,0,1
Cluster5969,1,0,0,0,0,1
Cluster597,1,0,0,0,0,1
Cluster5970,1,0,0,0,0,1
Cluster5971,1,0,0,0,0,1
Cluster5972,1,0,0,0,0,1
Cluster5973,0,0,0,1,0,1
Cluster5974,0,0,0,0,1,1
Cluster5975,0,0,0,0,1,1
Cluster5976,0,0,0,0,1,1
Cluster5977,1,0,0,0,0,1
Cluster5978,1,0,0,0,0,1
Cluster5979,0,0,0,1,0,1
Cluster598,0,1,0,0,0,1
Cluster5980,0,1,0,0,0,1
Cluster5981,0,1,0,0,0,1
Cluster5982,0,0,0,1,0,1
Cluster5983,0,0,0,1,0,1
Cluster5984,1,1,1,1,0,4
Cluster5985,1,0,0,0,0,1
Cluster5986,1,1,1,1,0,4
Cluster5987,1,1,1,1,0,4
Cluster5988,1,1,1,1,0,4
Cluster5989,1,1,1,1,0,4
Cluster599,0,0,0,0,1,1
Cluster5990,0,1,0,1,0,2
Cluster5991,1,1,1,1,0,4
Cluster5992,1,1,1,1,0,4
Cluster5993,1,1,1,1,0,4
Cluster5994,1,1,1,1,0,4
Cluster5995,1,0,0,0,0,1
Cluster5996,1,0,0,0,0,1
Cluster5997,1,0,0,0,0,1
Cluster5998,1,0,0,0,0,1
Cluster5999,1,0,0,0,0,1
Cluster6,0,0,0,1,0,1
Cluster60,1,1,1,1,0,4
Cluster600,0,1,0,0,0,1
Cluster6000,1,0,0,0,0,1
Cluster6001,1,0,0,0,0,1
Cluster6002,1,0,0,0,0,1
Cluster6003,1,0,1,1,0,3
Cluster6004,1,1,1,1,0,4
Cluster6005,1,1,1,1,0,4
Cluster6006,2,1,1,1,0,4
Cluster6007,1,0,0,0,0,1
Cluster6008,1,0,0,0,0,1
Cluster6009,1,1,1,1,0,4
Cluster601,1,1,1,1,0,4
Cluster6010,1,1,1,1,0,4
Cluster6011,1,0,0,0,0,1
Cluster6012,1,0,0,0,0,1
Cluster6013,1,0,0,0,0,1
Cluster6014,0,1,0,0,0,1
Cluster6015,0,0,1,0,0,1
Cluster6016,0,0,1,0,0,1
Cluster6017,1,0,0,0,0,1
Cluster6018,1,0,0,0,0,1
Cluster6019,0,1,0,0,0,1
Cluster602,1,1,1,1,0,4
Cluster6020,1,0,0,0,0,1
Cluster6021,1,0,0,0,0,1
Cluster6022,1,0,0,0,0,1
Cluster6023,0,0,0,1,0,1
Cluster6024,0,0,0,1,0,1
Cluster6025,0,0,0,1,0,1
Cluster6026,0,1,0,0,0,1
Cluster6027,0,1,1,1,0,3
Cluster6028,0,1,1,1,0,3
Cluster6029,0,0,0,1,0,1
Cluster603,0,1,1,0,0,2
Cluster6030,1,0,0,0,0,1
Cluster6031,1,0,0,0,0,1
Cluster6032,0,0,0,1,0,1
Cluster6033,0,1,0,0,0,1
Cluster6034,0,0,1,0,0,1
Cluster6035,1,1,1,1,0,4
Cluster6036,1,1,1,1,0,4
Cluster6037,1,1,1,1,0,4
Cluster6038,1,1,1,1,0,4
Cluster6039,1,1,1,1,0,4
Cluster604,0,1,0,0,1,2
Cluster6040,1,1,1,1,0,4
Cluster6041,1,1,1,1,0,4
Cluster6042,1,1,1,1,0,4
Cluster6043,1,1,1,1,0,4
